CCN,COMP_ITEM_ID,COMMODITY,LEAD_TIME,CFG,ITM_DESC,CHANNEL_ID,PRODUCT_ID,PRODUCT_NAME,SCHEDULER_NAME,DMND_WEEK_STRT_DATE,VRSN_WEEK_STRT_DATE,MRP_FCST_QTY,SUPPLY_CHAIN_TYPE,DW_PKG_UPD_DTS
M10000,DKC2X,ODD,13,RMSD_9_5_DVD_SATA_Bare_Std,"DVD,8X,SATA,9.5T,DU90N,HLDS",5000004,57368,FIGTREECTO,NORMAWARZURA_MAT (RMSD_APJ),10-10-2015,10-10-2015,0,CTO,51:30.0
DAO,9GTFM,ODM Mechanical,13,9GTFM_CFG,"ASSY,CMRA,9343",1865,61590,DINO2BTX,BTX_XPS_NOTEBOOKS,19-12-2015,17-10-2015,78,BTO,02:40.4
E10000,GKM4Y,ODD Mechanical,13,GKM4Y_SCR,"SCR,M2X5,FLH,MSCR,CS,E6320",2190,62856,PARKCITY15BTX,BTX_LATITUDE,05-03-2016,19-12-2015,642,BTO,02:40.4
C40000,FW1MN,Battery,13,OAK14/15_4_2.8_PRIMARY,"BTRY,PRI,40WHR,4C,LITH,SIMPLO",5000948,55725,CEDAR15HSWBTX,BTX_PERSONAL_NOTEBOOKS,17-09-2016,07-11-2015,0,BTO,02:40.4
C40000,9RRC7,MOUSE,8,MSE_ENTRY_OPTICAL_INDIGO_POS,"KIT,MSE,USB,POS,LOGI,MS111",5000947,54265,GENERAL SFF BTX,BTX_PERSONAL_DESKTOPS,30-04-2016,02-01-2016,0,BTS,21:42.6
DAO,VN3N0,Battery,13,Iris/Tulip/VG14/Loveland_15_17_4_2.8_PRIMARY,"BTRY,PRI,40WHR,4C,LITH,SIMPLO",1865,60147,TULIP15BDWBTX,BTX_PERSONAL_NOTEBOOKS,09-04-2016,16-01-2016,0,BTO,14:57.8
E10000,G1XNT,HDD_NB_DT,8,HDD_1TB_SATA_6G_DT,"HD,1TB,S3,7.2K,512E,SGT-GRDABP",2190,54358,GREATBEAR MT BTX,BTX_VOSTRO_DESKTOPS,18-06-2016,06-02-2016,24,BTO,57:56.9
E10000,8CFJ3,LCD,15,15.6HD_AG_ULSLIM_E7_NBLCD,"LCD,15.6HD,HC,EDP,AUO",2190,60705,VANGOGH15BDWBTX,BTX_VOSTRO_NOTEBOOKS,07-01-2017,16-04-2016,0,BTS,46:40.9
I10000,FHKK7,ODM Mechanical,13,Camera_NB HD 2x mic E6 FHKK7,"ASSY,CMRA,HD,0.92M,W/MIC",5000236,57527,HOUSTON15CTO,PHOAY_HOON_TAN (LATI LCD),26-12-2015,09-01-2016,232,CTO,13:36.0
C40000,2T530,CORD,10,PWr_CORD_2T530,"KIT,CORD,ADPT,PWR,125V,JPN",5000947,54361,GREATBEAR ST BTX,BTX_VOSTRO_DESKTOPS,16-01-2016,21-11-2015,0,BTS,02:40.4
C40000,9RRC7,MOUSE,8,MSE_ENTRY_OPTICAL_INDIGO_POS,"KIT,MSE,USB,POS,LOGI,MS111",5000947,54265,GENERAL SFF BTX,BTX_PERSONAL_DESKTOPS,30-04-2016,02-01-2016,0,BTS,21:42.6
DAO,DR9J8,Wireless,8,CRD_WRLES_DW1602_MCRD,"CRD,WRLES,DW1601,A2,HMC,FXCN",1865,53301,DIESEL15GREYFED,CHEE_KEAT_CHONG(WIRELESS_RELATIONSHIPNB),04-06-2016,13-02-2016,0,CTO,57:56.9
E10000,JDX5Y,ODM Mechanical,13,"JDX5Y-KIT,CVR,BZL,HNG,N-TCH,WW,LL14","KIT,CVR,BZL,HNG,N-TCH,WW,LL14",2190,62878,LOVELAND14BCTO,KATARINA_HUDECOVA_COMMERICAL_NOTEBOOKS,03-09-2016,02-04-2016,69,CTO,56:43.7
M10000,3JYCT,SSD_NB_DT,8,SSD_NB_FULL_MINI_1TB_SATA,"SSDR,1TB,S3,MCARD,SMSNG,PM851",30000,56151,MAGELLAN14CTO,CHOON_PHENG_OOI,24-09-2016,23-04-2016,0,CTO,59:38.0
DAO,K260C,CORD,10,CABLE-K260C,"CORD,PWR,125V,2.5A,1M,C5,US",1865,60149,TULIP14SKLBTX,BTX_PERSONAL_NOTEBOOKS,05-11-2016,16-04-2016,0,BTS,46:40.9
C40000,2T530,CORD,10,PWr_CORD_2T530,"KIT,CORD,ADPT,PWR,125V,JPN",5000947,54361,GREATBEAR ST BTX,BTX_VOSTRO_DESKTOPS,16-01-2016,21-11-2015,0,BTS,02:40.4
C40000,0W8GP,Keyboard_NBK,17,"NBKYBD_KYBD,106,TCHI,M14IXFP","KYBD,106,TCHI,M14IXFP",5001417,62857,PARKCITY15CTO,ELISE_TAN (NBK_KYBD),28-05-2016,14-11-2015,1,CTO,02:40.4
C10000,8DY07,ODM Mechanical,13,"8DY07-HNG,CAP,LT,N-TCH,E7270","HNG,CAP,LT,N-TCH,E7270",5000960,62904,BEAVERCREEK12BTX,BTX_LATITUDE,07-01-2017,26-03-2016,15,BTO,21:48.5
C40000,9CF26,HDD_NB_DT,8,HDD_500GB_SATA_6G_DT,"HD,500G,S3,7.2K,512E,SGT-PHAR",5000947,54091,TIGRISSFFBTX,BTX_OPTIPLEX_DESKTOPS,14-05-2016,26-12-2015,21,BTS,21:42.6
C10000,GRY5H,Nic Card,22,GRY5H_CFG,"ASSY,PWA,I/O,PS2/COM,FH,FGR",5000960,54095,TIGRIS MT,SERENA_YANG,29-04-2017,23-04-2016,0,CTO,59:38.0
E10000,0KX1F,HDD_NB_DT,8,HDD_NB_2_5_500GB_7200_SATA3,"HD,500G,S3,7.2,512E,7MM,ST,YRX",2190,62420,BLUEFINAIOBTX,BTX_OPTIPLEX_DESKTOPS,16-07-2016,14-05-2016,13,BTP,32:44.2
C10000,RX60J,LCD,15,"RX60J-ASSY,LCD,LG,N-TCH,3048","ASSY,LCD,LG,N-TCH,3048",5000960,55271,CASPIANBTX,BTX_PERSONAL_DESKTOPS,02-07-2016,05-12-2015,0,BTO,02:40.4
C40000,NWMX1,Memory,13,MEM_SODIMM_DDR3L_1600_4GB,"DIMM,4GB,1600,1RX8,4G,DDR3L,S",5000947,60705,VANGOGH15BDWBTX,BTX_VOSTRO_NOTEBOOKS,03-12-2016,23-04-2016,0,BTS,59:38.0
M10000,KTCCN,Battery,13,Belmont_3_Thin_Pris,"BTRY,PRI,43WHR,3C,LITH,LGC",5000004,59515,BELMONTBTX,BTX_CHROME,07-01-2017,20-02-2016,1,BTO,57:56.9
M10000,GNXH5,ODM Mechanical,13,Camera_NB HD 2x mic als GNXH5 Redwood-Cottonwood,"ASSY,CMRA,720P,1M,MDRL,3147",5000005,61239,REDWOODMLKBSWBTX,HANNAH_H,09-07-2016,16-04-2016,0,CTO,46:40.9
C10000,739XR,Memory,13,MEM_ECC_SODIMM_DDR4_2133_16GB,"DIMM,16GB,2133,2RX8,8G,DDR4,ES",30000,63039,PARKCITY-P15CTO,QUEENNIE_SAW (MEMNBK),30-01-2016,02-01-2016,0,CTO,21:42.6
C10000,MHK36,Wireless,8,CRD_WRLES_M.2_3165AC,"CRD,WRLES,M.2,3165",5000960,63886,PANDORA15SKLBTX,BTX_PERSONAL_NOTEBOOKS,22-10-2016,05-03-2016,709,BTO,46:25.9
C40000,KRHNW,Docking,8,KRHNW,"ASSY,CHAS,DOCKING-SPACE,LAT,N",5000947,57521,HOUSTON14CTO,MAGGIE_ZHONG,19-12-2015,14-11-2015,19,CTO,02:40.4
M10000,VGXRN,SSD_NB_DT,8,SSD_NB_FULL_MINI_512GB_SATA,"SSDR,512,S3,MCARD,HYNIX,SC300",5000945,199,PARTS,CHOON_PHENG_OOI,01-04-2017,07-05-2016,1,CTO,32:44.2
C40000,2T530,CORD,10,PWr_CORD_2T530,"KIT,CORD,ADPT,PWR,125V,JPN",5000947,54361,GREATBEAR ST BTX,BTX_VOSTRO_DESKTOPS,16-01-2016,21-11-2015,0,BTS,02:40.4
DAO,75KKT,ODM Mechanical,13,"75KKT-HNG,CAP,RT,N-TCH,E7270","HNG,CAP,RT,N-TCH,E7270",1865,62904,BEAVERCREEK12BTX,BTX_LATITUDE,26-12-2015,16-01-2016,0,BTO,14:57.8
C40000,KKMYD,Graphic Card,19,Dongle_DP-to-DVI-D(SL),"ADPT,CON,DNGL,DP2DVISL",5001416,56530,AVALON7910CTO,SERENA_YANG,09-07-2016,07-05-2016,2,CTO,32:44.2
DAO,X5NNP,ODM Mechanical,13,"X5NNP-ASSY,CVR,N-TCH,WLAN,GMLK12","ASSY,CVR,N-TCH,WLAN,GMLK12",1865,57495,GOLIADMLK12CTOE,HAR_HOOI_LIM(LCD_RELATIONSHIPNB),25-02-2017,27-02-2016,0,CTO,52:53.0
M10000,16583,CORD,10,16583_CFG,"CORD,PWR,1.8M,IRE/UK",5000005,54089,TIGRISMTBTX,MOHD_KAMAL_BAKAR (POWER CORD),20-02-2016,26-12-2015,893,CTO,21:42.6
C10000,6PHG8,Battery,13,Titan_3_Primary_Thin,"BTRY,PRI,51.2WHR,3C,LITH,SDI",5000960,57455,TITAN14MLKBDWBTX,BTX_VOSTRO_NOTEBOOKS,02-04-2016,26-12-2015,1161,BTO,21:42.6
E10000,0R7X6,ODD Mechanical,13,0R7X6_ASSY_SHLD,"ASSY,SHLD,ODD,SLIM,MT/SFF,D7",2190,62406,SWORDFISHCTO,DICK_LONERGAN_COMM_OPTI/FWS_GFX/NICS/OPTICAL,26-11-2016,23-01-2016,1042,CTO,11:48.7
E10000,W2C47,Graphic Card,19,"CRD,GRPHC,4GB,W5100","CRD,GRPHC,4GB,W5100",2190,51633,TULUM MT,MAIREAD_MCLOUGHLIN_COMMERCIAL_GRAPHICS,18-06-2016,26-03-2016,0,CTO,21:48.5
DAO,55DV1,ODD Mechanical,13,55DV1_KIT_BZL,"KIT,BZL,BRKT,ODD,7440 AIO",1865,79717,PR52716BLUFINAIO,DEBRALEA_ROGERS(LARGE ORDERS),04-02-2017,27-02-2016,0,CTO,52:53.0
M10000,KTCCN,Battery,13,Belmont_3_Thin_Pris,"BTRY,PRI,43WHR,3C,LITH,LGC",5000004,59515,BELMONTBTX,BTX_CHROME,07-01-2017,20-02-2016,1,BTO,57:56.9
E10000,8CFJ3,LCD,15,15.6HD_AG_ULSLIM_E7_NBLCD,"LCD,15.6HD,HC,EDP,AUO",2190,60705,VANGOGH15BDWBTX,BTX_VOSTRO_NOTEBOOKS,07-01-2017,16-04-2016,0,BTS,46:40.9
C10000,Y5FR3,Graphic Card,19,"CRD,GRPHC,2GB,W2100","CRD,GRPHC,2GB,W2100",5000960,56526,AVALON5810CTO,SERENA_YANG,26-03-2016,09-04-2016,6,CTO,00:02.3
C10000,0KX1F,HDD_NB_DT,8,HDD_NB_2_5_500GB_7200_SATA3,"HD,500G,S3,7.2,512E,7MM,ST,YRX",5000960,62856,PARKCITY15BTX,BTX_LATITUDE,25-06-2016,13-02-2016,7,BTO,57:56.9
DAO,Y72NH,Docking,8,APR2_DAO_130W,"KIT,APR,II,E-SRS,130,LAT,DAO",1865,73766,PR49598GOL14MLKA,JACQUEL_HIGHTOWER(LARGE ORDERS),23-07-2016,28-11-2015,0,CTO,02:40.4
E10000,78390,CORD,10,78390_CFG,"CORD,PWR,250,10A,1.8M,SHUCO,ST",2190,56526,AVALON5810CTO,ANNMARIA_O'KELLY_CONSUM_FP,13-08-2016,24-10-2015,12,CTO,02:40.4
E10000,3252P,CORD,10,POWERCORD_3252P,"CORD,PWR,250V,6F,AC,3W /3P,ITL",2190,199,PARTS,KENNETH_HOGAN_ADAPTERS_POWERCORDS,18-06-2016,23-04-2016,10,CTO,59:38.0
C40000,07G14,SSD_NB_DT,8,SSD_NB_M2_2280_256GB_PCIe_NVMe,"SSDR,256G,P34,80S3,SMSNG,PM951",5000947,61590,DINO2BTX,BTX_XPS_NOTEBOOKS,06-08-2016,26-03-2016,32,BTO,21:48.5
DAO,DU555,ODD Mechanical,13,DU555 - MHW,"SCR,M3X.5X5MM,HEX,PHH,TF,ZPS",1865,61684,GOODYEARSKLBTX,BTX_XPS_DESKTOPS,06-08-2016,20-02-2016,0,BTO,57:56.9
C40000,29MKK,Speaker,18,29MKK - Speaker,"ASSY,SPKR,1W,RND,23MM,HF,990",5000947,78827,PR39963AMAZN7SFF,LANSON_LIN,19-03-2016,27-02-2016,0,CTO,52:53.0
DAO,07G14,SSD_NB_DT,8,SSD_NB_M2_2280_256GB_PCIe_NVMe,"SSDR,256G,P34,80S3,SMSNG,PM951",1865,81739,PR53930BVRCRK12O,DEBRALEA_ROGERS(LARGE ORDERS),14-05-2016,16-04-2016,0,CTO,46:40.9
E10000,8CFJ3,LCD,15,15.6HD_AG_ULSLIM_E7_NBLCD,"LCD,15.6HD,HC,EDP,AUO",2190,60705,VANGOGH15BDWBTX,BTX_VOSTRO_NOTEBOOKS,07-01-2017,16-04-2016,0,BTS,46:40.9
C40000,3JFVJ,ODM Mechanical,13,"3JFVJ-ASSY,CVR,HNG CAP,N-T FHD,L,H14","ASSY,CVR,HNG CAP,N-T FHD,L,H14",5000947,57521,HOUSTON14CTO,PHOAY_HOON_TAN (LATI LCD),02-01-2016,17-10-2015,33,CTO,02:40.4
M10000,XP5PX,HDD_NB_DT,8,HDD_NB_2_5_1TB_5400_SATA3,"HD,1TB,S3,5.4,512E,ST,M8BP2,16",5000004,60151,TULIP17SKLBTX,BTX_PERSONAL_NOTEBOOKS,04-02-2017,05-03-2016,0,BTO,46:25.9
C40000,JNKWD,ADPT,13,Adapter_X65W_L6_3P_7.4_WW,"ADPT,AC,65W,LTON,3P,L6,E5",5001417,54984,ROUND ROCKBTX,MOHD_KAMAL_BAKAR (ADAPTER),02-07-2016,24-10-2015,0,CTO,02:40.4
DAO,75KKT,ODM Mechanical,13,"75KKT-HNG,CAP,RT,N-TCH,E7270","HNG,CAP,RT,N-TCH,E7270",1865,62904,BEAVERCREEK12BTX,BTX_LATITUDE,26-12-2015,16-01-2016,0,BTO,14:57.8
E10000,MHK36,Wireless,8,CRD_WRLES_M.2_3165AC,"CRD,WRLES,M.2,3165",2190,63886,PANDORA15SKLBTX,BTX_PERSONAL_NOTEBOOKS,16-07-2016,23-04-2016,577,BTO,59:38.0
DAO,V67V7,ODD,13,"V67V7-ASSY,CBL,SATA,ODD,SFF","ASSY,CBL,SATA,ODD,SFF",1865,61709,TAHOESFFBTX,BTX_VOSTRO_DESKTOPS,31-12-2016,14-05-2016,0,BTS,32:44.2
C40000,8YT4H,SSD_NB_DT,8,SSD_NB_FULL_MINI_256GB_SATA_FDE,"SSDR,256,SED,OPL2,MCARD,SM841N",5000947,57521,HOUSTON14CTO,CHOON_PHENG_OOI,02-04-2016,09-01-2016,1,CTO,13:36.0
C40000,4270E,ODD Mechanical,13,4270E_CFG,"SCR,M2X3,KSH,MS,BLO",5001417,54265,GENERAL SFF BTX,BTX_PERSONAL_DESKTOPS,09-07-2016,13-02-2016,0,BTO,57:56.9
M10000,1VDHM,ODM Mechanical,13,"1VDHM-ASSY,CVR,HNG,L,NTCH,E5570/3510","ASSY,CVR,HNG,L,NTCH,E5570/3510",5000236,62857,PARKCITY15CTO,PHOAY_HOON_TAN (LATI LCD),27-02-2016,05-03-2016,3,CTO,46:25.9
C40000,V022P,LCD,15,12.5HD_AG_E6_NBLCD,"LCD,12.5HDF,AG,EDP,AUO",5001417,57513,HOUSTON12BTX,BTX_LATITUDE,16-01-2016,14-11-2015,2,BTO,02:40.4
DAO,9GTFM,ODM Mechanical,13,9GTFM_CFG,"ASSY,CMRA,9343",1865,57640,DINO13BTX,BTX_XPS_NOTEBOOKS,18-02-2017,12-03-2016,0,BTO,21:27.0
C10000,6C3W2,ADPT,13,Adapter_X90W_L6_3P_7.4_WW,"ADPT,AC,90W,LTON,3P,L6,E5",5000960,57513,HOUSTON12BTX,MOHD_KAMAL_BAKAR (ADAPTER),13-02-2016,19-12-2015,1,CTO,02:40.4
E10000,GVM25,Keyboard_NBK,17,"GVM25-KYBD,105,POR,END3,WIN8,E5","KYBD,105,POR,END3,WIN8,E5",2190,57368,FIGTREECTO,MIKE_SIMMONDS_COMM_NBK_KEYBOARDS,13-02-2016,26-12-2015,1,CTO,21:42.6
C40000,6MY28,HDD_NB_DT,8,HDD_NB_2_5_500GB_7200_FIPS_FDE_SATA3,"HD,500G,S3,7.2,512E,7,FIPS,YRX",5000947,69718,POTOMACCTO1,AI_RIN_HEA,13-08-2016,09-04-2016,1,CTO,00:02.3
M10000,GXMW9,Battery,13,Diesel_15_6_3.0_Primary,"BTRY,PRI,65WHR,6C,LITH,SIMP",5000236,53291,DIESEL 15,NORMAWARZURA_MAT (BATTERY_APJ),17-09-2016,10-10-2015,0,CTO,51:30.0
DAO,DU555,ODD Mechanical,13,DU555 - MHW,"SCR,M3X.5X5MM,HEX,PHH,TF,ZPS",1865,61684,GOODYEARSKLBTX,BTX_XPS_DESKTOPS,06-08-2016,20-02-2016,0,BTO,57:56.9
E10000,9R06C,Keyboard_NBK,17,"9R06C-KYBD,83,SWI/EUR,M15ISU-T","KYBD,83,SWI/EUR,M15ISU-T",2190,62904,BEAVERCREEK12BTX,MIKE_SIMMONDS_COMM_NBK_KEYBOARDS,19-12-2015,24-10-2015,1,CTO,02:40.4
C40000,531R8,Memory,13,MEM_UDIMM_DDR3_1600_4GB,"DIMM,4G,1600,1RX8,4G,DDR3,NU",5000947,54091,TIGRISSFFBTX,BTX_OPTIPLEX_DESKTOPS,21-05-2016,03-10-2015,0,BTS,51:30.0
E10000,KKMYD,Graphic Card,19,Dongle_DP-to-DVI-D(SL),"ADPT,CON,DNGL,DP2DVISL",2190,58007,AVALON 3 XL,KENNETH_HOGAN_COMMERCIAL_GRAPHICS,14-05-2016,17-10-2015,0,CTO,02:40.4
C40000,5FXT3,Graphic Card,19,5FXT3,"ASSY,CRD,GRPHC,VENUS",5000947,53291,DIESEL 15,MANAS_SINGHAL,02-07-2016,24-10-2015,0,CTO,02:40.4
C10000,CXT35,ODM Mechanical,13,"CXT35-BZL,LCD,FHD,NTCH,CMRA+MIC,7510","BZL,LCD,FHD,NTCH,CMRA+MIC,7510",5000960,61343,MIRAMAR 15 CTO,FLORA_HAN,25-03-2017,16-04-2016,0,CTO,46:40.9
DAO,DU555,ODD Mechanical,13,DU555 - MHW,"SCR,M3X.5X5MM,HEX,PHH,TF,ZPS",1865,61684,GOODYEARSKLBTX,BTX_XPS_DESKTOPS,06-08-2016,20-02-2016,0,BTO,57:56.9
X10000,5120P,CORD,10,5120P_CFG,"CORD,PWR,125V,6FT,SPT2,UNSHLD",1865,62408,SWORDFISHSFFBTX,BTX_OPTIPLEX_DESKTOPS,18-06-2016,28-11-2015,0,BTS,02:40.4
M10000,TK957,CORD,10,TK957_Power Cord,"CORD,PWR,250,2.5A,1M,C5,E5,AUS",5000004,60822,BOLDPEAK2BTX,MOHD_KAMAL_BAKAR (POWER CORD),30-07-2016,19-12-2015,20,CTO,02:40.4
E10000,N2M64,Memory,13,MEM_SODIMM_DDR3L_1600_8GB,"DIMM,8GB,1600,2RX8,4G,DDR3L,S",2190,68337,ROUND ROCKMLKBTX,BTX_LATITUDE,12-11-2016,23-04-2016,87,BTO,59:38.0
DAO,YNVRT,ODD Mechanical,13,"YNVRT-LTCH,ODD,SALADO","LTCH,ODD,SALADO",1865,52355,SALADO14TAA1,HARIDASS_NAIDU(ODD_RELATIONSHIPNB),08-10-2016,16-01-2016,0,CTO,14:57.8
M10000,8XG1T,Wireless,8,CRD_WRLES_M.2_INTEL8260_WW,"CRD,WRLES,M.2,INTEL8260,WW",5000005,62853,PARKCITY14BTX,BTX_LATITUDE,22-10-2016,31-10-2015,14,BTO,02:40.4
DAO,DU555,ODD Mechanical,13,DU555 - MHW,"SCR,M3X.5X5MM,HEX,PHH,TF,ZPS",1865,61684,GOODYEARSKLBTX,BTX_XPS_DESKTOPS,06-08-2016,20-02-2016,0,BTO,57:56.9
E10000,YY7XR,SSD_NB_DT,8,SSD_NB_FULL_MINI_32GB_SATA,"SSDR,32,S3,MCARD,SMSNG,CM851",2190,53638,TESTAROSSA XPS BTX,BTX_XPS_NOTEBOOKS,04-06-2016,26-09-2015,0,BTO,51:30.0
C40000,J8PP2,ODM Mechanical,13,"J8PP2-ASSY,CVR,HUG-UP,UHD,TCH,9550","ASSY,CVR,HUG-UP,UHD,TCH,9550",5000948,60813,BERLINETTABTX,BTX_XPS_NOTEBOOKS,28-05-2016,07-11-2015,0,BTO,02:40.4
E10000,4270E,ODD Mechanical,13,4270E_CFG,"SCR,M2X3,KSH,MS,BLO",2190,57525,HOUSTON15BTX,BTX_LATITUDE,09-01-2016,24-10-2015,0,BTO,02:40.4
DAO,G744Y,ODD Mechanical,13,G744Y_CFG,"ASSY,BZL,DVD,SLIM,MT/SFF,D7",1865,62442,WHITEFISH SFF,JANICE_KHOO_ OPTICALS_OPTI/PWS_DT,12-12-2015,31-10-2015,215,CTO,02:40.4
C10000,16NT3,SSD_NB_DT,8,SSD_NB_2_5_512GB_SATA_S3_HP,"SSDR,512G,S3,7,SMSNG,SM871,HPR",5000979,61341,MIRAMAR 17,CHOON_PHENG_OOI,30-04-2016,23-01-2016,1,CTO,11:48.7
E10000,0W87P,ODM Mechanical,13,"0W87P-ASSY,CVR,HNG CAP,N-T,HD,L,H14","ASSY,CVR,HNG CAP,N-T,HD,L,H14",2190,57519,HOUSTON14BTX,BTX_LATITUDE,30-01-2016,07-11-2015,2,BTO,02:40.4
C10000,JVMCW,Keyboard_DT,17,KYBD_Rusty_S-CHINESE_China_POS_CCC,"KYBD,104,SCHI,KB216-B,LTON",5000960,84599,PR42635WHFISHSFF,LANSON_LIN,07-05-2016,07-05-2016,0,CTO,32:44.2
C40000,2T530,CORD,10,PWr_CORD_2T530,"KIT,CORD,ADPT,PWR,125V,JPN",5000947,54361,GREATBEAR ST BTX,BTX_VOSTRO_DESKTOPS,16-01-2016,21-11-2015,0,BTS,02:40.4
DAO,09NK2,MOUSE,8,MSE_ENTRY_OPTICAL_Sapphire_WW_PE_Black,"KIT,MSE,USB,WW,PE,MS116,PMX,B",1865,62271,EGEUSBTX,BTX_CLOUD_CLIENT,20-02-2016,21-11-2015,20,BTS,02:40.4
M10000,X4D7N,CORD,10,X4D7N_Power Cord,"CORD,PWR,250,2.5A,1M,C5,E5,CBA",5000005,69925,CELTICCTO,LI_THENG_FOO,27-02-2016,30-01-2016,0,CTO,17:43.1
C10000,1MPR3,Graphic Card,19,"CRD_GRPHC_M303A,_AMD,_R9-360_1MPR3","CRD,GRPHC,M303A, AMD, R9-360",5000960,61707,TAHOEMTBTX,BTX_VOSTRO_DESKTOPS,02-04-2016,26-12-2015,200,BTO,21:42.6
E10000,DV0RH,MOUSE,8,MSE_ENTRY_OPTICAL_Sapphire_WW_PE_Black,"KIT,MSE,USB,WW,PE,MS116,LTON,B",2190,61710,TAHOESOCSFFBTX,EVELYN_MCLAUGHLIN_CONSUMER_KYB,23-04-2016,02-04-2016,342,CTO,56:43.7
DAO,K2490,CORD,10,POWERCORD_K2490,"CORD,PWR,125V,6F,AC,3W,P65,US",1865,62416,WHITEFISHMFFBTX,BTX_OPTIPLEX_DESKTOPS,30-04-2016,23-01-2016,297,BTS,11:48.7
M10000,CVRNR,ODM Mechanical,13,CVRNR_CFG,"ASSY,CMRA,M16,HD,NB/AIO",5000005,80280,PR46306LOVELNB14,LULU_CHEN,26-11-2016,30-04-2016,0,CTO,32:44.2
M10000,H986Y,LCD,15,"H986Y-ASSY,LCD,FHD,WWAN,TCH,H12","ASSY,LCD,FHD,WWAN,TCH,H12",5000004,57515,HOUSTON12CTO,PHOAY_HOON_TAN (LATI LCD),29-10-2016,09-01-2016,0,CTO,13:36.0
E10000,JR86M,SSD_NB_DT,8,SSD_NB_M2_2260_64GB_SATA,"SSDR,64,S3,2260,SANDISK,X110",2190,59668,PLANOMCTO,KENNETH_HOGAN_NBK_HDD,26-12-2015,05-12-2015,4,CTO,02:40.4
E10000,8XG1T,Wireless,8,CRD_WRLES_M.2_INTEL8260_WW,"CRD,WRLES,M.2,INTEL8260,WW",2190,62418,CODAIOBTX,BTX_OPTIPLEX_DESKTOPS,09-04-2016,13-02-2016,154,BTS,57:56.9
E10000,NJG52,HDD_NB_DT,8,HDD_NB_2_5_500GB_5400_SATA3,"HD,500,S3,5.4,512E,7,ST,YRR,16",2190,60153,TULIP15AMDBTX,BTX_PERSONAL_NOTEBOOKS,02-07-2016,09-04-2016,26,BTO,00:02.3
I10000,N7GG6,HDD_NB_DT,8,HDD_NB_2_5_500GB_SATA3_HYB,"HD,500GB,S3,512E,7MM,KAHV-SSH",5001415,53542,ALPINE 15,CHOON_PHENG_OOI,25-06-2016,26-12-2015,0,CTO,21:42.6
E10000,8CFJ3,LCD,15,15.6HD_AG_ULSLIM_E7_NBLCD,"LCD,15.6HD,HC,EDP,AUO",2190,60705,VANGOGH15BDWBTX,BTX_VOSTRO_NOTEBOOKS,07-01-2017,16-04-2016,0,BTS,46:40.9
M10000,2VMGK,Battery,13,Echo13_4_Upsell_Poly_ED650,"BTRY,PRI,62WHR,4C,LITH,LGC",5000945,63395,ECHO 13 MLK CTO,NORMAWARZURA_MAT (BATTERY_APJ),16-04-2016,10-10-2015,35,CTO,51:30.0
DAO,VWYHN,Graphic Card,19,"VWYHN-CRD,GRPHC,16GB,240W,M60,A,FF2","CRD,GRPHC,16GB,240W,M60,A,FF2",1865,52226,MEGATRON,DAVID_ENDLE_GPU_ENTERPRISE,10-12-2016,09-04-2016,3,CTO,00:02.3
C40000,Y8R2G,Memory,13,MEM_PR_DDR4_2133_4GB_4Gbx8SR_LV,"DIMM,4GB,2133,1RX8,4G,DDR4,R",5001416,52235,BEACHCOMBER,SIEW_KUN_NG,30-01-2016,06-02-2016,6,CTO,57:56.9
DAO,NYPDX,ODM Mechanical,13,"NYPDX-ASSY,CVR,HD+/FHD+WIGI,EDP,D17","ASSY,CVR,HD+/FHD+WIGI,EDP,D17",1865,53852,DIESEL17CTO,HAR_HOOI_LIM(LCD_RELATIONSHIPNB),11-03-2017,09-04-2016,0,CTO,00:02.3
I10000,9CF26,HDD_NB_DT,8,HDD_500GB_SATA_6G_DT,"HD,500G,S3,7.2K,512E,SGT-PHAR",5000236,52551,AMAZONSFFBTX,BTX_OPTIPLEX_DESKTOPS,24-12-2016,05-03-2016,0,BTO,46:25.9
DAO,K260C,CORD,10,CABLE-K260C,"CORD,PWR,125V,2.5A,1M,C5,US",1865,75904,PR50713PLANOB,JACQUEL_HIGHTOWER(LARGE ORDERS),20-02-2016,07-11-2015,0,CTO,02:40.4
DAO,4270E,ODD Mechanical,13,4270E_CFG,"SCR,M2X3,KSH,MS,BLO",1865,60145,TULIP15BSWBTX,BTX_PERSONAL_NOTEBOOKS,16-04-2016,17-10-2015,0,BTS,02:40.4
BRH,3VPJ3,CORD,10,3VPJ3_Power Cord,"CORD,PWR,250,2.5A,1M,C5,E5,BRA",2505,68976,PRGOLIADMLK143,LARGE ORDER_BCC LATITUDE,16-07-2016,03-10-2015,0,CTO,51:30.0
C10000,GMNNC,Graphic Card,19,"CRD,GRPHC,2GB,K2200","CRD,GRPHC,4GB,K2200,V2",5000960,62530,FARALLONMTFCTO,FUEY_CHUIN_CHUAH (GRPH/NTWK/CTRL_FWS/OPTI ),02-04-2016,28-11-2015,186,CTO,02:40.4
M10000,4PG2G,ODM Mechanical,13,"4PG2G-KIT,CVR,LCD,RED,0S,3162","KIT,CVR,LCD,RED,0S,3162",5000236,70901,ROCKET11BSWBTX,PHOAY_HOON_TAN (PERSONAL NB),30-07-2016,17-10-2015,0,CTO,02:40.4
